PROCESS	PATTERN	QUERY	FILTERED_SENTENCE
eclipse	<process name> causes *	eclipse causes *	May 22, 2010 ... A second eclipse causes the loss of abilities and the emergence of panic, frustration and confusion.
eclipse	<process name> causes *	eclipse causes *	Jan 15, 2010 ... have revealed that solar eclipse causes changes of different magnitudes and temporal scales in ozone.
eclipse	<process name> causes *	eclipse causes *	The Rite of Total Eclipse causes an eclipse of the sun to occur.
eclipse	<process name> causes *	eclipse causes *	"Elsewhere, the eclipse causes to appear what Jacques Lacan suggests replaces the absent centre of the picture, ""...the hole - a reflection of the pupil behind..."
eclipse	<process name> causes *	eclipse causes *	A second eclipse causes all of the heroes and villains to lose their abilities.
eclipse	<process name> causes *	eclipse causes *	Unless lunar eclipse causes secretion of enzymes which convert carbohydrates to lactic acid directly.. and it does not appear logical.
eclipse	<process name> is caused by *	eclipse is caused by *	The work is based on the ancient Chinese notion that an eclipse is caused by a creature eating the sun and yes, there is a deep orange orb...
eclipse	<process name> is caused by *	eclipse is caused by *	If one assumes that 1) the eclipse is caused by only the companion star; 2) the mass of the...
eclipse	<process name> is caused by *	eclipse is caused by *	Oct 25, 2011 ... data confirm that the eclipse is caused by covering the jet base, and the jet base is located as close to the donor's surface as follows from the...
eclipse	<process name> is caused by *	eclipse is caused by *	In Korean folklore, the story goes that an eclipse is caused by mythical dogs stealing the sun.
eclipse	<process name> is caused by *	eclipse is caused by *	A lunar eclipse is caused by A. the Earth moving directly between the Sun and Moon.
eclipse	<process name> is caused by *	eclipse is caused by *	On that view, where the book says that an eclipse is caused by god removing the sun from the sky out of anger, that is precisely what has happened and no other...
eclipse	<process name> is caused by *	eclipse is caused by *	But the ancient Chinese tale, that an eclipse is caused by a dragon swallowing the sun, seems especially apt.
eclipse	<process name> is caused by *	eclipse is caused by *	One possibility could be that the eclipse is caused by pulse smearing.
eclipse	<process name> is caused by *	eclipse is caused by *	This bares a remarkable resemblance to the Chinese belief that an eclipse is caused by an invisible dragon eating the sun.
eclipse	<process name> is caused by *	eclipse is caused by *	The bloody red color the moon takes on during an eclipse is caused by refraction of sunlight by the Earth's atmosphere .
eclipse	<process name> is caused by *	eclipse is caused by *	Jun 3, 1990 ... AA lunar eclipse is caused by Earth's shadow.
eclipse	<process name> is caused by *	eclipse is caused by *	Jun 30, 2010 ... ... truth value than the sentence, 'A solar eclipse is caused by Rahu swallowing the sun.'
eclipse	<process name> is caused by *	eclipse is caused by *	The reddening of a lunar eclipse is caused by light being refracted into the earth's shadow by the atmosphere.
eclipse	<process name> is caused by *	eclipse is caused by *	A solar eclipse is caused by a dragon eating the sun.
eclipse	<process name> is caused by *	eclipse is caused by *	Mar 29, 2006 ... (1999) suggested that the variability of ultraviolet irradiance close to the maxi- mum of the eclipse is caused by an increase in the share of the.
eclipse	<process name> is caused by *	eclipse is caused by *	Typically, because the eclipse is caused by a shadow passing across the Sun or the Moon, it is taken as an indication of negative events, suggesting problems...
eclipse	<process name> is caused by *	eclipse is caused by *	A solar eclipse is caused by A. the Moon moving directly between the Sun and Earth.
